supplier_id,supplier_name,contact_person,email,phone,country,lead_time_days,payment_terms,last_audit_date,risk_score
SUP-191,Malaysia Supplier 191 Sdn Bhd,Ahmad 191,procurement191@supplier191.example.com,+60133321942,Malaysia,19,Net 30,2023-08-03,0.35
SUP-192,Thailand Supplier 192 Sdn Bhd,Nurul 192,procurement192@supplier192.example.com,+60119655523,Thailand,10,Net 60,2023-07-10,0.34
SUP-193,Malaysia Supplier 193 Sdn Bhd,Tan 193,procurement193@supplier193.example.com,,Malaysia,30,Net 30,2023-05-20,0.90
SUP-194,Malaysia Supplier 194 Sdn Bhd,Lee 194,procurement194@supplier194.example.com,+60161893502,Malaysia,28,Net 15,2023-06-28,0.54
SUP-195,Malaysia Supplier 195 Sdn Bhd,Kumar 195,procurement195@supplier195.example.com,+60131472908,Malaysia,23,Net 30,2023-02-11,0.19
SUP-196,Thailand Supplier 196 Sdn Bhd,Ahmad 196,procurement196@supplier196.example.com,+60105813037,Thailand,33,Net 45,2023-03-16,0.25
SUP-197,Malaysia Supplier 197 Sdn Bhd,Lee 197,procurement197@supplier197.example.com,+60105293691,Malaysia,16,Net 45,2023-01-03,0.84
SUP-198,China Supplier 198 Sdn Bhd,Nurul 198,procurement198@supplier198.example.com,,China,21,Net 45,2023-11-08,0.61
SUP-199,Malaysia Supplier 199 Sdn Bhd,Tan 199,procurement199@supplier199.example.com,+60198669093,Malaysia,7,Net 30,2023-05-03,0.12
SUP-200,Malaysia Supplier 200 Sdn Bhd,Nurul 200,procurement200@supplier200.example.com,+60195059048,Malaysia,12,Net 60,2023-01-09,0.41
